"smiles","drug","drugs"
"CNC(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O","DB00863","DB00863"
"[H][C@](O)(CN(C)C)CN1C2=CC=C(Br)C=C2C2=C1C=CC(Br)=C2","DB01731","DB01731"
"CC[C@H]1NC(=O)[C@@H](NC(=O)C2=NC=CC=C2O)[C@@H](C)OC(=O)[C@@H](NC(=O)C2CC(=O)C(CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](CC2=CC=C(C=C2)N(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O)C1=CC=CC=C1","DB01369","DB01369"
"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N[C@@H]3CCOC3)N=CN=C12","DB04954","DB04954"
"[H][C@@](C)(SC1=NC(N)=CC(Cl)=N1)C1=NC=C2OC=CC2=C1","DB08414","DB08414"
"[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3","DB04573","DB04573"
"[H][C@@](C)(N1CC[C@]([H])(NS(=O)(=O)C2=CC3=C(S2)C=CC(Cl)=C3)C1=O)C(=O)N1CCOCC1","DB07843","DB07843"
"[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O","DB00689","DB00689"
"CC1=CN([C@@H]2O[C@H](CO[P@@](O)(=O)O[P@](O)(=O)OP(O)(O)=O)C=C2)C(=O)NC1=O","DB02887","DB02887"
"[H][C@](S)(CCS)CCCCC(N)=O","DB08120","DB08120"
"[H][C@]1(C)CN(CCN1)C1=CC=C2N=C(NC3=C(C)C=CC=C3Cl)C3=CN=CN3C2=C1","DB08057","DB08057"
"C[P@@](O)(=O)CC(=O)CC(O)=O","DB01832","DB01832"
"C[C@@H]1O[C@@H]1P(O)(O)=O","DB00828","DB00828"
"ONC(=O)[C@H](O)[C@H](O)[C@@H](O)COP(O)(O)=O","DB02093","DB02093"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)OS(O)(=O)=O)[C@H](OP(O)(O)=O)[C@H]1O","DB02902","DB02902"
"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1)C(O)=O","DB00713","DB00713"
"OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1","DB03588","DB03588"
"[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O","DB00320","DB00320"
"NC1=NC(=O)C2=C(N1)N([C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)C(=O)S2","DB04860","DB04860"
"CC1NCCOC1C1=CC=CC=C1","DB00830","DB00830"
"[H][C@]1(COC2=CC=C(NCC3=CC=CC=C3)C=C2)CCCN1","DB07260","DB07260"
"CC(=C/C1=CC=C(C=C1)C(O)=O)C1=CC=C2C(=C1)C(C)(C)CCC2(C)C","DB02877","DB02877"
"[H][C@@]12CO[C@@]([H])(N1C(=S)NCCCCCCCC)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O","DB08260","DB08260"
"[H][C@@]1(O)C[C@@](O)(C[C@]([H])(CCCOC2=CC=CC=C2)[C@@]1([H])O)C(O)=O","DB04656","DB04656"
"CN(CCCCC(O)=O)C1=CC=C(C=CC2=CC=C(C=C2)[N+]([O-])=O)C=C1","DB08635","DB08635"
"FC1=CC=C(CCC(=C)C=N)C=C1","DB08176","DB08176"
"COC1=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C)C(OC)=C2C)C=C1","DB00736","DB00736"
"CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F","DB01097","DB01097"
"COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C","DB00401","DB00401"
"CN1C2=C(C(Br)=C1C(=O)NCCO)C1=C(C(=O)NC1=O)C(=C2)C1=C(Cl)C=CC=C1","DB08365","DB08365"
"CC(C)CCN(C[C@@H](O)[C@@H]1CC2=CC=C(OCCCC(=O)N[C@@H](CC(N)=O)C(=O)N1)C=C2)S(=O)(=O)C1=CC=CC=C1","DB02411","DB02411"
"NC(=N)N1CCC2=CC=CC=C2C1","DB04840","DB04840"
"NC1=CC2=C(C=C1)C1=CC=C(N)C=C1C(C1=CC=CC=C1)=[N+]2CCCCCCC1=CN=NN1CCNC1=C2CCCCC2=NC2=C1C=CC=C2","DB03005","DB03005"
"NC(=N)C1=CC2=C(NC(=N2)C2=CC=CC(C3=CC=CC=C3)=C2O)C=C1","DB06854","DB06854"
"COC1=CC(C=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2OP(O)(O)=O)N2C=NC3=C(N)N=CN=C23)=CC(O)=C1O","DB03923","DB03923"
"C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","DB04843","DB04843"
"OC(=O)CC1=C(O)C2=C(CC3=C(C(O)=CC=C3)C2=O)C=C1","DB02019","DB02019"
"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OC)C=CC=C1OC)C(O)=O","DB01603","DB01603"
"OC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1","DB07477","DB07477"
"NC1=NC(=C(Br)C(O)=N1)C1=CC=CC=C1","DB04168","DB04168"
"OC(=O)CNS(=O)(=O)C1=CC=C(C=C1)N1CCC(CC1)C1=CC=CC=C1","DB07986","DB07986"
"OC(=O)C1=CC=CC=C1NC1CCCCC1","DB07038","DB07038"
"CCOCCOCCOCCOCCOCCOCCOCCOCCO","DB03556","DB03556"
"CC(=O)N[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O","DB02320","DB02320"
"NCCS(O)(=O)=O","DB01956","DB01956"
"[H][C@@]1(CN(CC2=C1C=CC(C)=C2C)C(=O)N(C)C)C1=CC(O)=CC=C1","DB07064","DB07064"
"Cc1cc2ncnc2cc1C","DB02591","DB02591"
"OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O","DB01003","DB01003"
"NS(=O)(=O)C1=CC=C(N2CCCC2=O)C(=C1)[N+]([O-])=O","DB04394","DB04394"
"OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1","DB00376","DB00376"
"CC(=O)C(N)CC1=CC=CC=C1","DB03149","DB03149"
"COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1","DB00457","DB00457"
"[H][C@@](CCCC)(NC(=O)[C@]([H])(CC(C)C)NC(=O)[C@]([H])(CC(C)C)NC(C)=O)C=O","DB07558","DB07558"
"[H][C@](CC1=CC=CC=C1)(NC)C(=O)N1CCC[C@@]1([H])C(=O)NC[C@]1([H])CC[C@]([H])(N)CC1","DB08187","DB08187"
"[H][C@](C)(OC1=CC=C(OC2=NC=C(C=C2Cl)C(F)(F)F)C=C1)C(O)=O","DB07870","DB07870"
"[H][C@]12SCC(C=CC)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O","DB01150","DB01150"
"CN1C=NC(N)=C2N=CN=C12","DB04104","DB04104"
"O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O","DB04127","DB04127|DB04352"
"OC(=O)C1=CC=CN=C1C(O)=O","DB01796","DB01796"
"COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl","DB06616","DB06616"
"CC1=CC2CC3=C(C=CC(=O)N3)C3(C1)NCCCC23","DB03348","DB03348"
"[Na+].[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O.N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O","DB01583","DB01583"
"CC1=CC2=C(C=C1)N(CCCN)C1=C2C2=C(C(=O)NC2=O)C(C)=C1","DB07444","DB07444"
"OC(=O)CCN1C2=C(C=C(O)C=C2)C2=C1C=C(C1=C2C(=O)NC1=O)C1=CC=CC=C1","DB07265","DB07265"
"[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=C/CC(O)=O)C1=CSC(N)=N1)C(O)=O","DB01415","DB01415"
"OB(O)C1=CC2=C(S1)C=CC=C2","DB04360","DB04360"
"[H][C@](N)(CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1)C(O)=O","DB08371","DB08371"
"ON(CC(O)=O)C=O","DB02109","DB02109"
"COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1","DB01016","DB01016"
"CCCCCN[C@H](O)[C@@H](CC1=CC=C(OCC(O)=O)C(=C1)C(O)=O)N[C@@H](O)[C@@H](CC1=CC=CC=C1)N[C@H](O)OC(C)(C)C","DB02977","DB02977"
"[O--][Mo+6]123([O--])[O--][Mo+6]45([O--])([O--])[O--][Mo+6]67([O--])([O--])[O--][Mo+6]89([O--])([O--])[O--][Mo+6]%10%11([O--])([O--])[O--][Mo+6]%12([O--])([O--])([O--]1)[O--]%10[Mo+6]([O--]2)([O--]8)([O--]46)([O--]35%12)[O--]79%11","DB04414","DB04414"
"CON=C(C(=O)N[C@H](C=O)[C@H]1NC(C(O)=O)=C(CC(=O)OC)CS1)C1=CSC(N)=N1","DB04181","DB04181"
"C1CC1NC1=NC(=CC=N1)C1=C2C=CC=NN2N=C1","DB07164","DB07164"
"CCOC1=C(C(=O)NCB(O)O)C2=C(C=CC=C2)C=C1","DB02841","DB02841"
"CS(=O)(=O)C1=CC=C(NC2=CC(Cl)=NC3=CC=NN23)C=C1","DB02963","DB02963"
"C[C@@H](O)[C@@H](O)C1=NC2=C(NC1)N=C(N)NC2=O","DB03271","DB03271|DB04400"
"CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1","DB00831","DB00831"
"COC1=CC2=C(NC=NC2=N/C2=CC=C(Br)C=C2F)C=C1OCC1CCN(C)CC1","DB08764","DB08764"
"[H][C@@]12CC[C@](C)(O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H]","DB02998","DB02998"
"[H][C@]1(CO)O[C@@]([H])(OC2=CC=C3C(=O)C(=COC3=C2)C2=CC=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O","DB02115","DB02115"
"CC1=CC(CNC(=O)C2=CC(=NC=N2)C(=O)NCC2=CC=CC(C)=C2)=CC=C1","DB04759","DB04759"
"CC(=O)N[C@@H](CCCNC(N)=N)C(O)=O","DB01985","DB01985"
"NCCNC1=CC(C2=CC=CN2)=C2C(=O)NC3=CC=C(F)C1=C23","DB07163","DB07163"
"C[S+](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12","DB00118","DB00118"
"[H][C@](CO)(CCC1=CC=CC=C1)N1C=NC(=C1)C(N)=O","DB02096","DB02096"
"OCCOCCOCCO","DB02327","DB02327"
"O[C@@H]1[C@@H](O)[C@@H](O[C@H]1COP(O)(O)=O)N1C=NC(C(N)=O)=C1C=CC(=O)N(CC1=CC=C2N=C(N)NC(=O)C2=N1)C1=CC=C(C=C1)C(=O)N[C@H](CCC(O)=O)C(O)=O","DB04057","DB04057"
"COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1","DB00590","DB00590"
"[H][C@@](OC(C)=O)(C(=O)NC1=CC=CC2=C1C(=O)C(=O)NC2=O)C1=CC=CC(Cl)=C1","DB08498","DB08498"
"[Br-].C[N+]1(C)C2CCC1CC(C2)OC(=O)C(O)C1=CC=CC=C1","DB00725","DB00725"
"CC1=CC(Br)=C([O-])C(=C1)C1=NC2=CC(=CC=C2N1)C(N)=[NH2+]","DB02288","DB02288"
"[Gd+3].CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.OC(=O)CN(CCN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O)CC([O-])=O","DB00789","DB00789"
"[H][C@@](CC(C)C)(NC(=O)[C@]([H])(CCCC)OP(O)(O)=O)C(=O)NC1=CC=C(C=C1)[N+]([O-])=O","DB02276","DB02276"
"ClC1=CC2=C(NC(=C2)S(=O)(=O)N2CCN(CC2)C(=O)C2=NC=C(C=N2)C2=CC=NC=C2)C=C1","DB04673","DB04673"
"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O","DB01340","DB01340"
"CC(N)C12CC3CC(CC(C3)C1)C2","DB00478","DB00478"
"O[C@H]1CN2C=CN=C2[C@@H](O)[C@@H]1O","DB02374","DB02374"
"ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1","DB01127","DB01127"
"CC[C@@H]([C@H](C)O)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2CO[C@](CN3C=NC=N3)(C2)C2=C(F)C=C(F)C=C2)C=C1","DB01263","DB01263"
"OC[C@H]1CNC[C@@H](O)[C@@H]1O","DB04545","DB04545"
"CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1","DB08912","DB08912"
"OB(O)CNC(=O)CC1=CC=CS1","DB02094","DB02094"
"N[C@H]1[C@H](O)C=CC=C1C(O)=O","DB02124","DB02124"
"[H][C@@](N)(C1CCCCC1)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=C(OCC(=O)NCC)C=CC(Cl)=C1","DB06869","DB06869"
"[H][C@@]1(CCCN(CC2=CC3=C(OCO3)C=C2)C1)OC1=CC=C(C=C1)N1C=CN=C1","DB07011","DB07011"
"NS(=O)(=O)C1=CC2=C(S1)S(=O)(=O)N(C(CN1CCOCC1)=C2)C1=CC(O)=CC=C1","DB03262","DB03262"
"CCCO","DB03175","DB03175"
"[H][C@@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2","DB00377","DB00377"
"CC(=O)C(O)=O","DB00119","DB00119"
"[H][C@]1(CCCN1S(=O)(=O)C1=C(N)C=C(Cl)C(C)=C1)C(O)=O","DB07273","DB07273"
"COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1","DB00643","DB00643"
"OC(=O)CCCCC1CCSS1","DB00166","DB00166"
"CC[C@@H](OC)[C@@H](C)C(=O)CC[C@H](C)[C@H](OC)[C@H](C)[C@H]1OC(=O)C=C/C=C(C)/C[C@H](CC2=CC(=O)O[C@H](C2)[C@H](C)[C@H](C[C@H](OC)C=C[C@H](C)[C@H](C[C@@H](OC)C=C[C@@H]1C)OC)OC)OC","DB04775","DB04775"
"[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2","DB00273","DB00273"
"CCC1=NC=CC(=C1)C(N)=S","DB00609","DB00609"
"OCC(=O)N1CCC(CC1)C1=NNC(=C1C1=NC=NC=C1)C1=CC=C(Cl)C=C1","DB07943","DB07943"
"CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1","DB01105","DB01105"
"CC1=CC=C(C=C1)C1=NN(C2=C1C(N)=NC=N2)C(C)(C)C","DB01809","DB01809"
"OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@H]3CO)O[C@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O","DB03277","DB03277|DB04248"
"O[C@H]1O[C@@H]([C@H](O)[C@@H](O)[C@@H]1O)C(O)=O","DB02945","DB02945"
"OC1=C(C=C(CC(=O)NCCCCCC([O-])=O)C=C1I)[N+]([O-])=O","DB08273","DB08273"
"CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2","DB01203","DB01203"
"[H][C@@](COC(=O)CCCC)(COP(O)(O)=O)OC=O","DB08367","DB08367"
"COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1","DB00637","DB00637"
"CO[C@@H](C=CC1=CSC(=N1)C1=CSC(=N1)[C@@H](C)C=CC=CC(C)C)[C@@H](C)C(OC)=C/C(N)=O","DB04741","DB04741"
"OC1=CC=C(C=NOC(=O)C2CCCCC2)C=C1F","DB08334","DB08334"
"CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1","DB01039","DB01039"
"CCC1=C2C=C(O)C=CC2=NC2=C1CN1C2=CC2=C(COC(=O)[C@]2(O)CC)C1=O","DB05482","DB05482"
"OCCNC1=NC=NC2=C1C(=C(O2)C1=CC=CC=C1)C1=CC=CC=C1","DB08393","DB08393"
"CCCOC1=C2C(NC=C2C2=NC(N)=NC=C2)=NC=C1","DB08182","DB08182"
"OC1=CC(O)=C2C(CC(=O)CCCC=C/CCOC2=O)=C1Cl","DB08292","DB08292"
"OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC[C@H]2O","DB00552","DB00552"
"COC1=C(O)C=C(C=CC(O)=O)C=C1","DB07109","DB07109"
"CC1=CC=C2N(C=NC2=C1)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O","DB02819","DB02819"
"[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","DB00443","DB00443"
"CCCCCC=CCC=CCCCCCCCC(=O)OC[C@@H](CO[P@](=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCC=CCCCCC","DB04372","DB04372"
"C[C@](O)(CBr)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F","DB07454","DB07454"
"ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl","DB00261","DB00261"
"C[C@@H](C=CC=C(/C)[C@H]1CN[C@@H]([C@H]1CC(O)=O)C(O)=O)C(O)=O","DB02852","DB02852"
"[H][C@](C)(CN(C)C)OC1=CN=CC(NC(=O)NC2=C(OC)C=CC(Cl)=C2)=N1","DB07228","DB07228"
"CCC(CC)(CC(=O)NC1=CC=CC(C=CC2=NC(=CS2)C2CCC2)=C1)C(O)=O","DB00587","DB00587"
"NC(=[NH2+])C1=CC2=C(NC(N2)=C2/C=CC=CC2=O)C=C1","DB02193","DB02193"
"COC(=O)NC1=NC2=CC=C(C=C2N1)C(=O)C1=CC=CS1","DB08313","DB08313"
"CC1=NC(N)=NC2=C1CSCC2","DB08194","DB08194"
"[H][C@]1(C[C@]2([H])O[C@@](OC[C@]2([H])O1)(C1=CC=CC=C1)P(O)(O)=O)N1C=C(C)C(=O)NC1=O","DB02217","DB02217"
"CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCOCCOCCO)C=C1","DB04682","DB04682"
"[H][C@@]1(C)CN(C(=O)[C@@](C)(O)C(F)(F)F)[C@@]([H])(C)CN1C(=O)C1=CC=C(C=C1)C#N","DB08608","DB08608"
"[H][C@@](CC(C)C)(NC(=O)C1=CC=CO1)C(O)=O","DB02215","DB02215"
"[H][C@@](C)(N(C)C)C1=CC(O)=CC=C1","DB04556","DB04556"
"CCCCCC=CCC=CCC=CCC=CCCCC(O)=O","DB04557","DB04557"
"CCCCCCCCCC1=[N+]([O-])C2=CC=CC=C2C(O)=C1","DB08453","DB08453"
"CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O","DB01190","DB01190"
"CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]1[C@H](C)O[C@H](C[C@@H]1OC)O[C@H]1[C@@H](C)C=CC=C2/CO[C@@H]3[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]4C[C@@H](CC=C1/C)O[C@@]1(CC[C@H](C)[C@@H](C(C)C)O1)C4)[C@]23O.CC[C@@H](C)[C@H]1O[C@@]2(CC[C@@H]1C)O[C@@H]1CC=C(C)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@@H](C)C=CC=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@@H](C1)C2)[C@]34O","DB00602","DB00602"
"ClC1=CC=C(C=C1)C1(CCNCC1)C1=CC=C(C=C1)C1=CNN=C1","DB07859","DB07859"
"COCCOCCOCCOCCOCCO","DB02042","DB02042"
"OCCCCO","DB01955","DB01955"
"CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1","DB01259","DB01259"
"[H][C@@](O)(C1=CC=CC2=CC=CC=C12)P(O)(O)=O","DB03217","DB03217"
"OC[C@@H]1C[C@H](O)[C@@H](O)[C@H](O)O1","DB02670","DB02670"
"[O-]P=O","DB04053","DB04053"
"CC(C)N1C(C=C[C@@H](O)C[C@@H](O)CC(O)=O)=C(C2=CC=CC=C12)C1=CC=C(F)C=C1","DB01095","DB01095"
"OC[C@@H]1O[C@H](OC[C@@H]2O[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O","DB04116","DB04116"
"CC1=CC=C2N=C3N(CC[C@@]3(O)C(=O)C2=C1)C1=CC=CC=C1","DB01944","DB01944"
"CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C","DB05266","DB05266"
"CN([C@H](CN1CC[C@H](O)C1)C1=CC=CC=C1)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1","DB05104","DB05104"
"CC(C)OC(=O)CCCC=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1C=C[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F","DB00287","DB00287"
"CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F","DB01567","DB01567"
"CC(C)[C@H]1OC(=O)C2=CCCN2C(=O)C2=COC(=N2)CC(=O)C[C@H](O)C=C(/C)C=CCNC(=O)C=C[C@H]1C","DB01669","DB01669"
"O[C@H]1[C@H](O)[C@@H](O)[C@H](OP([O-])([O-])=O)[C@@H](O)[C@@H]1O","DB03542","DB03542"
"COCCOCCOC","DB02935","DB02935"
"COC(=O)C1=C(O)C=CC=C1OCC=CC1=CC(=CC=C1)C1=C(CO)C(=NO1)C(O)=O","DB08001","DB08001"
"OP(O)(=O)C(Cl)(Cl)P(O)(O)=O","DB00720","DB00720"
"[H][C@](N)(CC1=CC(I)=C(O)C(I)=C1)C(O)=O","DB03374","DB03374"
"NS(=O)(=O)OC1=CC=C(CN(N2C=NN=C2)C2=CC=C(C=C2)C#N)C=C1Br","DB04600","DB04600"
"CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O","DB00710","DB00710"
"OP(O)(=O)C(F)(F)C1=CC=C(CCCCC2=CC=C(C=C2)C(F)(F)P(O)(O)=O)C=C1","DB04204","DB04204"
"NC1=C2CCCCC2=NC2=CC=CC=C12","DB00382","DB00382"
"NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O","DB08910","DB08910"
"CC(=O)NCC(O)=O","DB02713","DB02713"
"OC[C@H]1O[C@@H](C[C@@H]1O)N1C=C(C=CBr)C(=O)NC1=O","DB03312","DB03312"
"N[C@@H](C[C@@H]1CC(=N[C@@H]2C[C@H]2C2=CC=CC=C2)C(O)=CC1=O)C(O)=O","DB01657","DB01657"
"[H][C@@](CC(O)=O)(OC(=O)C=CC1=CC=C(O)C=C1)[C@@]([H])(OC(=O)C=CC1=CC=C(O)C=C1)C(O)=O","DB08322","DB08322"
"[H][C@]1(C)CC[C@]([H])(CC1)C(=O)N(C(C)C)C1=C(SC(=C1)C1=CC=CC=C1)C(O)=O","DB08279","DB08279"
"[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C","DB00253","DB00253"
"IC1=CC=C(NC(=O)NC2CCCCC2)C=C1","DB02029","DB02029"
"C[C@H](CCC(=O)NCCS(O)(=O)=O)[C@@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C","DB04348","DB04348"
"CC(C)C[C@@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)NC(=O)C1=CC=C(N)C=C1","DB04378","DB04378"
"CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O","DB00775","DB00775"
"NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F","DB00774","DB00774"
"FC(F)(F)C1=NC(=N)C(=C)C=N1","DB02885","DB02885"
"OC[C@@H]1NC[C@H](O)[C@H]1O","DB03411","DB03411"
"CCN(CCCC1=CC=CC=C1)CCCC1=CC=CC=C1","DB01616","DB01616"
"CC(C)=CCN1C=NC(N)=C2N=CN=C12","DB08074","DB08074"
"[H][C@]1(O)CN(CC2=CC=CS2)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O","DB04089","DB04089"
"CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1","DB00784","DB00784"
"CC(=O)CCO","DB04094","DB04094"
"[H][C@]1(CN(C2CCCCC2)C(=O)C1)C(=O)NC1=CC(Cl)=CC(Cl)=C1","DB07188","DB07188"
"c1ncc(n1)C1=CC=CC=C1","DB03254","DB03254"
"CCNC(=O)C1=NOC(=C1C1=CC=C(OC)C=C1)C1=C(O)C=C(O)C(Cl)=C1","DB06964","DB06964"
"CC1=CN([C@@H]2O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]2O)C(=O)NC1=O","DB04243","DB04243"
"[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C","DB00990","DB00990"
"[H][C@](C)(NC1=C(NC2=CC=NC=C2)C(=O)C1=O)C1=CC=CC=C1","DB07234","DB07234"
"CCCOC1=CC2=C(NC=C2C[C@@H](NS(=O)(=O)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC2=CC=C(C=C2)C(N)=N)C=C1","DB04606","DB04606"
"O=CN1CCCCC1","DB04113","DB04113"
"COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1","DB01087","DB01087"
"[H][C@]1(CC(=O)C2=C(O1)C=C(OC)C=C2O)C1=CC=C(O)C=C1","DB08517","DB08517"
"[O-]P([O-])(=O)CS","DB03498","DB03498"
"CCC1=C(C)NC(=O)C(I)=C1OC1=CC=CC(C=CC#N)=C1","DB07035","DB07035"
"ClC1=CC=CC(Cl)=C1C(=O)NC1=CNN=C1C(=O)NC1CCNCC1","DB08142","DB08142"
"OC1=CC2=C(C=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1","DB07795","DB07795"
